PROPERTY_NUMBER_ID,PROPERTY_CATEGORY,PREFECTURE,CITY,NEAREST_TRAIN_LINE,NEAREST_STATION,DISTANCE_TO_NEAREST_STATION_ON_FOOT,AMOUNT/RENT,DATE_OF_CONSTRUCTION,CONSTRUCTION,OCCUPATION_AREA,TOTAL_NUMBER_OF_UNITS,LAYOUT,SIZE_OF_LOT,SIZE_OF_LOT_MEASUREMENT_METHOD,LAND_CATEGORY,CITY_PLANNING_AREA,USE_DISTRICT,LAND_OWNERSHIP,PRIVATE_ROAD,SETBACK,NUMBER_OF_CONNECTED_ROADS,STRONG_POINTS,WATER_SUPPLY,GUS_SUPPLY,DRAINAGE,PLACE_OF_WASHER,BATH,TOILET,TOILET_NOTE,STOVE_HEATING_SYSTEM,GARDEN,PARKING,FOR_OFFICE_USE,INTERIOR_CUSTOMIZABILITY,DISTANCE_TO_ELEMENTARY_SCHOOL,DISTANCE_TO_JUNIOR_HIGH_SCHOOL,DISTANCE_TO_SUPERMARKET,DISTANCE_TO_SHOPPING_DISTRICT,DISTANCE_TO_DRUG_STORE,DISTANCE_TO_HOSPITAL,FLOOR_AREA_RATIO,BUILDING_COVERAGE_RATIO,FARMLAND,RETAIL_PREMISES
9006732,売買土地,栃木県,芳賀郡益子町,真岡鐵道,益子,200,7300000,,指定なし,,,R,229.17,,宅地,非線引区域,近隣商業地域,,無し,無し,一方,商店が並ぶ通りに面しています。通りは交通量が多く、特に陶器市やイベント期間中は多くの観光客で賑わいます。,,,,,,,,,,,1200,1400,,,,,,,200,80,無し,無し
9006734,賃貸居住用,鳥取県,東伯郡北栄町,JR山陰本線,由良,240,60000,1981/5/1,RC(鉄筋コンクリート),113,,2DK,,,,,,,無し,無し,指定なし,大規模リフォーム済みで、駅やコンビニ等が徒歩圏内の鉄筋コンクリート・木造2階建ての賃貸物件です。,公営,プロパン,下水,室内,専用,専用,,ガス,,空き有,1600,1500,350,500,,12300,,,,,無し,無し
9006735,売買居住用,鳥取県,東伯郡北栄町,JR山陰本線,由良,7800,5000000,1991/1/1,鉄骨造,180.77,,4K,1067.11,公簿,宅地,都市計画区域外,,,無し,無し,指定なし,以前は資料館として利用され、店舗などに向いた鉄骨造2階建物件です。,公営,,汲み取り式,,,専用,,,,空き有,7200,7300,7000,8600,,,,,,,無し,無し
9006736,売買居住用,鳥取県,東伯郡北栄町,JR山陰本線,由良,350,13000000,1978/8/1,木造,149.58,,6DK,386.91,公簿,宅地,非線引区域,,,無し,無し,指定なし,補修不要で駅やコンビニが徒歩圏内の木造2階建て住宅です。,公営,プロパン,浄化槽,室内,専用,専用,,ガス,,空き有,1400,1200,160,700,,,,,400,70,無し,無し
9006737,売買居住用,鳥取県,東伯郡北栄町,JR山陰本線,下北条,1200,4000000,,木造,126.28,,7K,833.34,公簿,宅地,非線引区域,,,無し,無し,指定なし,昔ながらの間取りを残した古民家風で、土間や屋根等一部リフォーム済みの木造平屋建て住宅です。,公営,プロパン,下水,,,,,,,空き有,800,1100,650,3400,,,,,400,70,無し,無し
9006738,売買居住用,鳥取県,東伯郡北栄町,JR山陰本線,下北条,1700,5500000,1979/4/1,木造,148.14,,6DK,239.95,公簿,宅地,非線引区域,,,無し,無し,指定なし,学校や病院等の主要施設が徒歩圏内にあり生活利便性の良い木造2階建て住宅です。,公営,,下水,,専用,専用,,,,空き有,190,210,650,2800,,,,,400,70,無し,無し
9006739,賃貸居住用,鳥取県,東伯郡北栄町,JR山陰本線,由良,2500,48000,1981/8/1,木造,110.72,,5K,,,,,,,無し,無し,指定なし,病院やこども園が徒歩圏内な木造2階建て物件です。,公営,,下水,室内,専用,専用,,,,空き有,2500,2400,1700,1700,,,,,,,無し,無し
9006740,売買居住用,鳥取県,東伯郡北栄町,JR山陰本線,下北条,1700,5000000,1972/12/1,木造,234.74,,7DK,688.33,公簿,宅地,非線引区域,,,無し,無し,指定なし,敷地内に物置や作業小屋の付いた木造2階建て住宅です。,公営,プロパン,下水,,専用,専用,,,,空き有,3300,3500,1500,3500,,,,,400,70,無し,無し
9006741,売買居住用,鳥取県,東伯郡北栄町,JR山陰本線,由良,450,15000000,1980/6/1,木造,266.55,,10SDK,471.38,公簿,宅地,非線引区域,,,無し,無し,指定なし,元店舗兼用住宅で部屋数も多く、駅やコンビニ等の主要施設が徒歩圏内で生活利便性の良好な木造2階建て住宅です。,公営,プロパン,下水,室内,専用,専用,,,,空き有,1800,1600,270,400,,,,,400,70,無し,無し
9006742,売買居住用,鳥取県,東伯郡北栄町,JR山陰本線,下北条,4600,2000000,,木造,,,7DK,310.88,公簿,宅地,非線引区域,,,無し,無し,指定なし,国道付近で交通利便性の良好な木造2階建て住宅です。,公営,プロパン,下水,,,,,,,空き有,2500,3200,1600,2100,,,,,400,70,無し,無し
9006743,売買居住用,鳥取県,東伯郡北栄町,JR山陰本線,由良,2300,3500000,1968/7/1,木造,201.58,,8DK,1361.27,公簿,宅地,非線引区域,,,無し,無し,指定なし,古民家風で立派な庭の付いた木造2階建て住宅。敷地内に離れや土蔵も併設される。,公営,,下水,,,,,,,,2200,2100,1500,1500,,,,,400,70,無し,無し
9006744,売買居住用,鳥取県,東伯郡北栄町,JR山陰本線,由良,550,11000000,1976/4/1,木造,,,7DK,418.34,公簿,宅地,非線引区域,,,無し,無し,指定なし,大きな道沿いに建ち、交通至便な木造2階建て住宅です。,公営,プロパン,下水,,,,,,,空き有,1400,1200,500,950,,,,,400,70,無し,無し
9006745,賃貸居住用,鳥取県,東伯郡北栄町,JR山陰本線,由良,1200,60000,1989/1/1,木造,,,4LDK,,,,,,,無し,無し,指定なし,"10畳以上の部屋が複数あり、大家族にもお勧めの物件。
最寄り駅・コンビニ・学校等が近く、生活至便。",公営,プロパン,下水,,,,2箇所あり,,,,1400,1400,400,450,,,,,,,無し,無し
9006746,売買居住用,鳥取県,東伯郡北栄町,JR山陰本線,由良,700,12000000,1980/3/1,木造,291.21,,8SLDK,410.3,公簿,宅地,非線引区域,,所有権,無し,無し,指定なし,駅や学校が徒歩圏内で、事務所兼車庫が併設された物件です。,公営,,下水,室内,,,,IH,,空き有,650,450,1100,1700,,,,,400,70,無し,無し
9006747,売買居住用,鳥取県,東伯郡北栄町,JR山陰本線,由良,1300,3600000,1972/10/1,木造,192.26,,7DK,599.57,公簿,宅地,非線引区域,,所有権,無し,無し,指定なし,スーパーやコンビニが徒歩圏内で生活至便な木造2階建住宅です。,公営,プロパン,汲み取り式,室内,,,,,,,1300,1200,450,550,,,,,400,70,無し,無し
9006748,売買居住用,鳥取県,東伯郡北栄町,JR山陰本線,由良,700,3500000,,木造,221.48,,9LDK,530.16,公簿,宅地,非線引区域,,所有権,無し,無し,指定なし,・物件の中に、古い家屋部分と状態の良い新築部分あり。,,,下水,,,,,,,,1300,1000,550,850,,450,,,400,70,無し,無し
9006749,売買居住用,鳥取県,東伯郡北栄町,JR山陰本線,下北条,850,9000000,1968/1/1,木造,180.49,,7DK,676.07,公簿,宅地,非線引区域,,所有権,無し,無し,指定なし,大きな道路へ接続しやすく、主要施設が身近に揃う木造2階建て物件です。,,プロパン,下水,,,,,,,,,,270,450,,7000,,,400,70,無し,無し
9006750,売買居住用,鳥取県,東伯郡北栄町,JR山陰本線,由良,3300,6000000,,木造,,,10DK,889.96,,,,,,無し,無し,指定なし,海の近くで、土間がある物件です。,公営,プロパン,,,専用,専用,水洗,,,空き有,3800,3800,1700,3500,,15500,,,,,無し,無し
9006751,売買居住用,鳥取県,東伯郡北栄町,JR山陰本線,由良,4500,3800000,1968/11/1,木造,219.13,,8K,689.11,公簿,宅地,非線引区域,,,無し,無し,指定なし,敷地が広く、離れも付いた木造2階建て住宅。,公営,その他,下水,,,,,,,無,4500,4500,3700,3700,,,,,400,70,無し,無し
9006752,売買居住用,鳥取県,東伯郡北栄町,,,,2800000,,木造,,,8DK,845.39,公簿,宅地,非線引区域,,所有権,無し,無し,指定なし,昔ながらの古民家風物件。音楽スタジオとして使用されていた倉庫(防音)があります。,公営,プロパン,浄化槽,,専用,専用,,ガス,,空き有,2400,2400,1700,1700,,550,,,400,70,無し,無し
9006753,売買居住用,鳥取県,東伯郡北栄町,JR山陰本線,由良,3000,3000000,,指定なし,,,6DK,525.08,,,,,,無し,無し,指定なし,2階建ての住みやすい物件です。書院もあり、のんびりとした田舎生活がスタートできます。,公営,,,,専用,専用,簡易水洗,,,空き有,2900,2800,1900,1900,,260,,,,,無し,無し
9006824,売買土地,長野県,東御市,しなの鉄道,田中,5500,3980000,,指定なし,,,R,406.83,公簿,宅地,,,所有権,無し,無し,二方(両面),東御市の白樺池住宅団地の一角にある更地物件です。 南向きの傾斜地のため日当たりと眺望が良い場所です。,,,,,,,,,,,3300,3200,3700,5800,,7600,,,60,40,無し,無し
9006847,売買居住用,三重県,四日市市,JR関西本線,河原田,8,800000,1961/1/1,木造,83.96,,5DK,188.14,公簿,,市街化区域,第一種住居地域,所有権,無し,無し,指定なし,,公営,プロパン,,,,,,,,無,600,330,400,,,,,,200,60,無し,無し
9006852,売買土地,三重県,四日市市,近鉄名古屋線,北楠,15,8900000,,指定なし,,,R,632.49,公簿,,市街化調整区域,,所有権,無し,無し,二方(両面),,,,,,,,,,,,1350,,380,1490,,,,,200,60,無し,無し
9006854,売買居住用,三重県,四日市市,近鉄湯の山線,伊勢松本,26,9600000,1976/9/1,木造,89.43,,8DK,197.81,公簿,,市街化区域,第一種低層住居専用地域,所有権,無し,無し,一方,,公営,プロパン,下水,室内,,,,,,空き有,,,,,,,,,80,50,無し,無し
9006855,売買土地,三重県,四日市市,近鉄湯の山線,伊勢川島,10,22000000,,指定なし,,,R,276.23,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無し,無し,一方,,,,,,,,,,,,900,,,,,,,,80,50,無し,無し
9006856,売買土地,三重県,四日市市,近鉄名古屋線,塩浜,6,10000000,,指定なし,,,R,242.38,公簿,,市街化区域,近隣商業地域,所有権,無し,無し,二方(角地),,,,,,,,,,,,1100,,,,,,,,200,80,無し,無し
9006857,売買土地,三重県,四日市市,近鉄湯の山線,伊勢松本,300,19900000,,指定なし,,,R,459.13,実測,宅地,市街化区域,第一種中高層住居専用地域,所有権,無し,有り,指定なし,,,,,,,,,,,,850,,,,,,,,200,60,無し,無し
9006858,売買土地,三重県,四日市市,JR関西本線,四日市,15,5500000,,指定なし,,,R,66.18,公簿,宅地,市街化区域,近隣商業地域,所有権,無し,無し,一方,,,,,,,,,,,,450,1100,,,,,400,,200,80,無し,無し
9006859,売買土地,三重県,四日市市,近鉄名古屋線,川越富洲原,10,19800000,,指定なし,,,R,240.65,公簿,宅地,市街化区域,近隣商業地域,所有権,無し,無し,二方(角地),,,,,,,,,,,,,,,,,,,,200,80,無し,無し
9006860,売買居住用,三重県,四日市市,,,5,8000000,,木造,130.54,,5DK,325.26,公簿,,市街化調整区域,,所有権,無し,無し,一方,,公営,都市ガス,下水,,,,,,,空き有,,,,,,,,,200,60,無し,無し
9006861,売買土地,三重県,四日市市,近鉄湯の山線,桜,21,11900000,,指定なし,,,R,237.34,公簿,宅地,市街化区域,第一種中高層住居専用地域,所有権,無し,無し,一方,,,,,,,,,,,,400,,,100,,,,,200,60,無し,無し
9006862,売買居住用,三重県,四日市市,三岐鉄道三岐線,平津,40,5000000,1973/7/1,木造,135.46,,6DK,264.4,公簿,,市街化調整区域,,所有権,無し,無し,指定なし,,公営,プロパン,下水,,,,,,,空き有,,,,,,,,,200,60,無し,無し
9006863,売買居住用,三重県,四日市市,三岐鉄道三岐線,平津,19,3500000,1970/10/1,木造,101.86,,9SDK,333.88,公簿,,市街化調整区域,,所有権,無し,無し,一方,・床暖房：1部屋あり,公営,プロパン,汲み取り式,,専用,専用,汲取/洋式,,,空き有,1200,1500,,,,,,,200,60,無し,無し
9006864,売買居住用,三重県,四日市市,四日市あすなろう,赤堀,900,12000000,1993/8/1,木造,122.55,,5SDK,135.37,公簿,,市街化区域,第二種中高層住居専用地域,所有権,無し,無し,一方,,公営,都市ガス,下水,室内,専用,専用,洋式,,,空き有,700,,,,,,,,200,60,無し,無し
9006865,売買土地,三重県,四日市市,四日市あすなろう,泊,6,14000000,,指定なし,,,R,281.04,公簿,,市街化区域,第二種中高層住居専用地域,所有権,無し,有り,一方,,,,,,,,,,,,1300,400,,,,,,,200,60,無し,無し
9006866,売買居住用,三重県,四日市市,,,400,8000000,1970/3/1,指定なし,122.48,1,3DK,330.6,公簿,,市街化区域,第一種中高層住居専用地域,所有権,無し,無し,二方(角地),,公営,プロパン,浄化槽,,専用,専用,,,,,,,,,,,,,200,60,無し,無し
9006867,賃貸居住用,三重県,四日市市,,,320,150000,,木造,,,9DK,,,,,,,無し,無し,指定なし,,公営,プロパン,下水,,,,,,,空き有,772,,,,,,,,,,無し,無し
9006868,売買土地,三重県,四日市市,,,5,11000000,,指定なし,,,R,195.42,公簿,,市街化区域,第一種低層住居専用地域,所有権,無し,無し,一方,,,,,,,,,,,,900,,,,,,,,80,50,無し,無し
9006869,売買土地,三重県,四日市市,四日市あすなろう,小古曽,13,4900000,,指定なし,,,R,158.6,公簿,,市街化区域,第一種中高層住居専用地域,所有権,無し,無し,一方,,,,,,,,,,,,1000,2700,,,,,,,200,60,無し,無し
9006870,売買土地,三重県,四日市市,三岐鉄道三岐線,保々,10,37750000,,指定なし,,,R,1038.57,公簿,,市街化調整区域,,所有権,無し,無し,指定なし,,,,,,,,,,,,1000,,,,,,,,200,60,無し,無し
9006871,売買居住用,三重県,四日市市,四日市あすなろう,内部,2800,9500000,1992/1/1,木造,109.3,,4LDK,171.53,,,市街化調整区域,,所有権,無し,無し,指定なし,,公営,プロパン,下水,,専用,専用,,,,,1600,1800,,,,,,,200,60,無し,無し
9006872,売買土地,三重県,四日市市,四日市あすなろう,追分,9,10000000,,指定なし,,,R,353.21,公簿,,市街化区域,第二種中高層住居専用地域,所有権,無し,無し,一方,,,,,,,,,,,,1900,3400,,,,,,,200,60,無し,無し
9006873,売買土地,三重県,四日市市,四日市あすなろう,内部,,299850,,指定なし,,,R,66.11,公簿,,市街化調整区域,,所有権,無し,有り,一方,,,,,,,,,,,,1700,,,,,,,,200,60,無し,無し
9006874,売買土地,三重県,四日市市,近鉄湯の山線,高角,1200,7800000,,指定なし,,,R,294.21,公簿,,市街化調整区域,,所有権,無し,無し,二方(角地),,,,,,,,,,,,,,,,,,,,100,60,無し,無し
9006875,売買居住用,三重県,四日市市,,,4,5300000,1960/1/1,木造,204.6,,8SDK,826.43,公簿,,市街化調整区域,,所有権,無し,無し,一方,,公営,プロパン,浄化槽,,無,無,,,,空き有,,,,,,,,,200,60,無し,無し
9006876,売買土地,三重県,四日市市,近鉄湯の山線,高角,1400,13000000,,指定なし,,,R,779.42,公簿,,市街化調整区域,,,無し,無し,二方(角地),,,,,,,,,,,,,,,,,,,,100,60,無し,無し
9006877,売買土地,三重県,四日市市,近鉄名古屋線,塩浜,550,8000000,,指定なし,,,R,253.06,公簿,,市街化区域,第二種住居地域,所有権,無し,有り,指定なし,,,,,,,,,,,,1500,,,,,,,,200,60,無し,無し
9006878,売買土地,三重県,四日市市,近鉄湯の山線,伊勢松本,700,4800000,,指定なし,,,R,117.72,公簿,,市街化区域,第一種住居地域,所有権,無し,無し,一方,,,,,,,,,,,,300,350,,600,,,,,200,60,無し,無し
9006879,売買土地,三重県,四日市市,近鉄名古屋線,近鉄富田,,3000000,,指定なし,,,R,79.33,,,市街化区域,第一種住居地域,,無し,無し,一方,,,,,,,,,,,,,,,,,,,,200,60,無し,無し
9006880,売買居住用,三重県,四日市市,近鉄湯の山線,伊勢川島,18,17000000,1989/6/1,軽量鉄骨造,112.93,,R,178.56,公簿,,市街化区域,第一種低層住居専用地域,所有権,無し,無し,指定なし,,公営,都市ガス,下水,,,,,,,空き有,,,,,,,,,80,50,無し,無し
9006881,売買居住用,三重県,四日市市,近鉄湯の山線,伊勢川島,,13800000,1980/6/1,木造,117.58,,5LDK,226.12,公簿,,市街化区域,第一種低層住居専用地域,所有権,無し,無し,一方,,公営,プロパン,下水,,,,,,,,1200,,,,,,,,80,50,無し,無し
9006882,売買土地,三重県,四日市市,,,,11300000,,指定なし,,,R,495.27,公簿,,市街化調整区域,,所有権,無し,無し,二方(角地),,,,,,,,,,,,,,,,,,,,200,60,無し,無し
9006883,売買居住用,三重県,四日市市,,,,12800000,1971/4/1,木造,121.23,,5LDK,317.23,公簿,,市街化区域,第一種低層住居専用地域,所有権,無し,無し,一方,,公営,プロパン,下水,,,,,,,,2200,1100,,,,,,,80,50,無し,無し
9006884,売買土地,三重県,四日市市,近鉄名古屋線,近鉄四日市,10,8400000,,指定なし,,,R,99.27,公簿,,市街化区域,近隣商業地域,所有権,無し,無し,一方,,,,,,,,,,,,,,,,,,,,200,80,無し,無し
9006885,売買土地,三重県,四日市市,近鉄名古屋線,阿倉川,,24000000,,指定なし,,,R,317.35,公簿,,市街化区域,第二種中高層住居専用地域,,無し,有り,指定なし,,,,,,,,,,,,,,,,,,,,160,60,無し,無し
9006886,売買居住用,三重県,四日市市,,,,24800000,1965/8/1,木造,133.76,,4DK,814.07,,,市街化区域,第二種中高層住居専用地域,,無し,無し,指定なし,,公営,プロパン,下水,,専用,専用,,,,空き有,1500,,,1000,,,,,200,60,無し,無し
9006887,売買土地,三重県,四日市市,,,,6000000,,指定なし,,,R,241.31,公簿,,市街化区域,第二種住居地域,,無し,無し,一方,,,,,,,,,,,,,,,,,,,,200,60,無し,無し
9006888,売買土地,三重県,四日市市,近鉄名古屋線,北楠,,6400000,,指定なし,,,R,131.46,公簿,,市街化区域,第二種住居地域,,無し,無し,一方,,,,,,,,,,,,,,,,,,,,200,60,無し,無し
